test_id,clone_code_id,desired_base_code_id,clone_language,clone_task,clone_type,clone_sub_type,similarity_score,base_code_id,base_language,base_task,base_domain,base_subdomain
l26cv_1_3_3,l26cv_1_3,l26cv,python,Active object,T1,Different Comments,0.99280715,v5a29,python,Animation,Game Development,Graphics
l26cv_1_3_4,l26cv_1_3,l26cv,python,Active object,T1,Different Comments,0.99174416,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
l26cv_1_3_5,l26cv_1_3,l26cv,python,Active object,T1,Different Comments,0.99160016,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
l26cv_1_4_1,l26cv_1_4,l26cv,python,Active object,T1,Different Formatting,0.99823534,l26cv,python,Active object,Programming Concepts,Concurrency
l26cv_1_4_2,l26cv_1_4,l26cv,python,Active object,T1,Different Formatting,0.99424016,v5a29,python,Animation,Game Development,Graphics
l26cv_1_4_3,l26cv_1_4,l26cv,python,Active object,T1,Different Formatting,0.99202925,id9of,python,Animate a pendulum,Game Development,Physics Simulations
l26cv_1_4_4,l26cv_1_4,l26cv,python,Active object,T1,Different Formatting,0.99168086,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
l26cv_1_4_5,l26cv_1_4,l26cv,python,Active object,T1,Different Formatting,0.99133766,clr9q,python,15 puzzle game,Game Development,Puzzles
l26cv_2_1_1,l26cv_2_1,l26cv,python,Active object,T2,Different Variable Names,0.9990777,l26cv,python,Active object,Programming Concepts,Concurrency
l26cv_2_1_2,l26cv_2_1,l26cv,python,Active object,T2,Different Variable Names,0.993309,id9of,python,Animate a pendulum,Game Development,Physics Simulations
l26cv_2_1_3,l26cv_2_1,l26cv,python,Active object,T2,Different Variable Names,0.99248636,v5a29,python,Animation,Game Development,Graphics
l26cv_2_1_4,l26cv_2_1,l26cv,python,Active object,T2,Different Variable Names,0.99157035,1eypc,python,Anti-primes,Mathematics,Number Theory
l26cv_2_1_5,l26cv_2_1,l26cv,python,Active object,T2,Different Variable Names,0.9914951,clr9q,python,15 puzzle game,Game Development,Puzzles
l26cv_2_2_1,l26cv_2_2,l26cv,python,Active object,T2,Different Data Types,0.9991497,l26cv,python,Active object,Programming Concepts,Concurrency
l26cv_2_2_2,l26cv_2_2,l26cv,python,Active object,T2,Different Data Types,0.9935974,id9of,python,Animate a pendulum,Game Development,Physics Simulations
l26cv_2_2_3,l26cv_2_2,l26cv,python,Active object,T2,Different Data Types,0.9935923,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
l26cv_2_2_4,l26cv_2_2,l26cv,python,Active object,T2,Different Data Types,0.9931206,1eypc,python,Anti-primes,Mathematics,Number Theory
l26cv_2_2_5,l26cv_2_2,l26cv,python,Active object,T2,Different Data Types,0.9920415,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
l26cv_2_3_1,l26cv_2_3,l26cv,python,Active object,T2,Different Function Names,0.99991757,l26cv,python,Active object,Programming Concepts,Concurrency
l26cv_2_3_2,l26cv_2_3,l26cv,python,Active object,T2,Different Function Names,0.9933691,id9of,python,Animate a pendulum,Game Development,Physics Simulations
l26cv_2_3_3,l26cv_2_3,l26cv,python,Active object,T2,Different Function Names,0.9924016,1eypc,python,Anti-primes,Mathematics,Number Theory
l26cv_2_3_4,l26cv_2_3,l26cv,python,Active object,T2,Different Function Names,0.99225116,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
l26cv_2_3_5,l26cv_2_3,l26cv,python,Active object,T2,Different Function Names,0.99152803,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
l26cv_3_1_1,l26cv_3_1,l26cv,python,Active object,T3,Added Statements,0.99665475,l26cv,python,Active object,Programming Concepts,Concurrency
l26cv_3_1_2,l26cv_3_1,l26cv,python,Active object,T3,Added Statements,0.99505645,v5a29,python,Animation,Game Development,Graphics
l26cv_3_1_3,l26cv_3_1,l26cv,python,Active object,T3,Added Statements,0.99315023,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
l26cv_3_1_4,l26cv_3_1,l26cv,python,Active object,T3,Added Statements,0.9925097,id9of,python,Animate a pendulum,Game Development,Physics Simulations
l26cv_3_1_5,l26cv_3_1,l26cv,python,Active object,T3,Added Statements,0.9921167,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
l26cv_3_2_1,l26cv_3_2,l26cv,python,Active object,T3,Removed Statements,0.99811953,l26cv,python,Active object,Programming Concepts,Concurrency
l26cv_3_2_2,l26cv_3_2,l26cv,python,Active object,T3,Removed Statements,0.9942351,v5a29,python,Animation,Game Development,Graphics
l26cv_3_2_3,l26cv_3_2,l26cv,python,Active object,T3,Removed Statements,0.9921557,id9of,python,Animate a pendulum,Game Development,Physics Simulations
l26cv_3_2_4,l26cv_3_2,l26cv,python,Active object,T3,Removed Statements,0.99135226,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
l26cv_3_2_5,l26cv_3_2,l26cv,python,Active object,T3,Removed Statements,0.99131197,clr9q,python,15 puzzle game,Game Development,Puzzles
l26cv_3_3_1,l26cv_3_3,l26cv,python,Active object,T3,Reordered Statements,0.9988384,l26cv,python,Active object,Programming Concepts,Concurrency
l26cv_3_3_2,l26cv_3_3,l26cv,python,Active object,T3,Reordered Statements,0.99389386,v5a29,python,Animation,Game Development,Graphics
l26cv_3_3_3,l26cv_3_3,l26cv,python,Active object,T3,Reordered Statements,0.9926965,id9of,python,Animate a pendulum,Game Development,Physics Simulations
l26cv_3_3_4,l26cv_3_3,l26cv,python,Active object,T3,Reordered Statements,0.99137133,clr9q,python,15 puzzle game,Game Development,Puzzles
l26cv_3_3_5,l26cv_3_3,l26cv,python,Active object,T3,Reordered Statements,0.9910581,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
l26cv_3_4_1,l26cv_3_4,l26cv,python,Active object,T3,Control Flow Modifications,0.999193,l26cv,python,Active object,Programming Concepts,Concurrency
l26cv_3_4_2,l26cv_3_4,l26cv,python,Active object,T3,Control Flow Modifications,0.99244696,vu129,python,100 prisoners,Game Development,Puzzles
l26cv_3_4_3,l26cv_3_4,l26cv,python,Active object,T3,Control Flow Modifications,0.99233466,v5a29,python,Animation,Game Development,Graphics
l26cv_3_4_4,l26cv_3_4,l26cv,python,Active object,T3,Control Flow Modifications,0.9921852,7jzrm,python,Abelian sandpile model/Identity,Mathematics,Automata
l26cv_3_4_5,l26cv_3_4,l26cv,python,Active object,T3,Control Flow Modifications,0.9920715,id9of,python,Animate a pendulum,Game Development,Physics Simulations
l26cv_4_1_1,l26cv_4_1,l26cv,python,Active object,T4,Same Language,0.9983153,l26cv,python,Active object,Programming Concepts,Concurrency
l26cv_4_1_2,l26cv_4_1,l26cv,python,Active object,T4,Same Language,0.99330217,v5a29,python,Animation,Game Development,Graphics
l26cv_4_1_3,l26cv_4_1,l26cv,python,Active object,T4,Same Language,0.9926223,id9of,python,Animate a pendulum,Game Development,Physics Simulations
l26cv_4_1_4,l26cv_4_1,l26cv,python,Active object,T4,Same Language,0.9911132,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
l26cv_4_1_5,l26cv_4_1,l26cv,python,Active object,T4,Same Language,0.99061334,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
l26cv_4_2_1,l26cv_4_2,l26cv,go,Active object,T4,Different Language,0.96827376,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
l26cv_4_2_2,l26cv_4_2,l26cv,go,Active object,T4,Different Language,0.9660853,mclyh,python,Active Directory/Connect,Networking,Directory Services
l26cv_4_2_3,l26cv_4_2,l26cv,go,Active object,T4,Different Language,0.9657451,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
l26cv_4_2_4,l26cv_4_2,l26cv,go,Active object,T4,Different Language,0.9657095,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
l26cv_4_2_5,l26cv_4_2,l26cv,go,Active object,T4,Different Language,0.9646086,8i80o,python,AKS test for primes,Mathematics,Number Theory
l26cv_4_2_1,l26cv_4_2,l26cv,java,Active object,T4,Different Language,0.9876124,l26cv,python,Active object,Programming Concepts,Concurrency
l26cv_4_2_2,l26cv_4_2,l26cv,java,Active object,T4,Different Language,0.98535186,clr9q,python,15 puzzle game,Game Development,Puzzles
l26cv_4_2_3,l26cv_4_2,l26cv,java,Active object,T4,Different Language,0.984666,vu129,python,100 prisoners,Game Development,Puzzles
l26cv_4_2_4,l26cv_4_2,l26cv,java,Active object,T4,Different Language,0.98399603,08hsq,python,Abelian sandpile model,Mathematics,Automata
l26cv_4_2_5,l26cv_4_2,l26cv,java,Active object,T4,Different Language,0.9837111,7jzrm,python,Abelian sandpile model/Identity,Mathematics,Automata
l26cv_4_2_1,l26cv_4_2,l26cv,javascript,Active object,T4,Different Language,0.97881275,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
l26cv_4_2_2,l26cv_4_2,l26cv,javascript,Active object,T4,Different Language,0.9785746,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
l26cv_4_2_3,l26cv_4_2,l26cv,javascript,Active object,T4,Different Language,0.97554755,v5a29,python,Animation,Game Development,Graphics
l26cv_4_2_4,l26cv_4_2,l26cv,javascript,Active object,T4,Different Language,0.97536343,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
l26cv_4_2_5,l26cv_4_2,l26cv,javascript,Active object,T4,Different Language,0.97443265,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
4gv5k_1_1_1,4gv5k_1_1,4gv5k,python,Add a variable to a class instance at runtime,T1,Identical Clone,1.0,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_1_1_2,4gv5k_1_1,4gv5k,python,Add a variable to a class instance at runtime,T1,Identical Clone,0.9819962,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_1_1_3,4gv5k_1_1,4gv5k,python,Add a variable to a class instance at runtime,T1,Identical Clone,0.9645763,jhq7p,python,A+B,Mathematics,Arithmetic
4gv5k_1_1_4,4gv5k_1_1,4gv5k,python,Add a variable to a class instance at runtime,T1,Identical Clone,0.9552109,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_1_1_5,4gv5k_1_1,4gv5k,python,Add a variable to a class instance at runtime,T1,Identical Clone,0.9543747,8i80o,python,AKS test for primes,Mathematics,Number Theory
4gv5k_1_2_1,4gv5k_1_2,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Whitespaces,0.9998152,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_1_2_2,4gv5k_1_2,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Whitespaces,0.98247075,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_1_2_3,4gv5k_1_2,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Whitespaces,0.9637541,jhq7p,python,A+B,Mathematics,Arithmetic
4gv5k_1_2_4,4gv5k_1_2,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Whitespaces,0.9544834,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_1_2_5,4gv5k_1_2,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Whitespaces,0.95256937,8i80o,python,AKS test for primes,Mathematics,Number Theory
4gv5k_1_3_1,4gv5k_1_3,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Comments,1.0,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_1_3_2,4gv5k_1_3,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Comments,0.9819962,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_1_3_3,4gv5k_1_3,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Comments,0.9645763,jhq7p,python,A+B,Mathematics,Arithmetic
4gv5k_1_3_4,4gv5k_1_3,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Comments,0.9552109,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_1_3_5,4gv5k_1_3,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Comments,0.9543747,8i80o,python,AKS test for primes,Mathematics,Number Theory
4gv5k_1_4_1,4gv5k_1_4,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Formatting,1.0,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_1_4_2,4gv5k_1_4,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Formatting,0.9819962,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_1_4_3,4gv5k_1_4,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Formatting,0.9645763,jhq7p,python,A+B,Mathematics,Arithmetic
4gv5k_1_4_4,4gv5k_1_4,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Formatting,0.9552109,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_1_4_5,4gv5k_1_4,4gv5k,python,Add a variable to a class instance at runtime,T1,Different Formatting,0.9543747,8i80o,python,AKS test for primes,Mathematics,Number Theory
4gv5k_2_1_1,4gv5k_2_1,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Variable Names,0.99753416,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_2_1_2,4gv5k_2_1,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Variable Names,0.98247814,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_2_1_3,4gv5k_2_1,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Variable Names,0.96843576,jhq7p,python,A+B,Mathematics,Arithmetic
4gv5k_2_1_4,4gv5k_2_1,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Variable Names,0.95602167,6y03w,python,Ackermann function,Mathematics,Algorithms
4gv5k_2_1_5,4gv5k_2_1,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Variable Names,0.95592517,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_2_2_1,4gv5k_2_2,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Data Types,0.9943203,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_2_2_2,4gv5k_2_2,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Data Types,0.9816294,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_2_2_3,4gv5k_2_2,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Data Types,0.95780444,jhq7p,python,A+B,Mathematics,Arithmetic
4gv5k_2_2_4,4gv5k_2_2,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Data Types,0.95300573,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_2_2_5,4gv5k_2_2,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Data Types,0.95067614,8i80o,python,AKS test for primes,Mathematics,Number Theory
4gv5k_2_3_1,4gv5k_2_3,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Function Names,0.99753416,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_2_3_2,4gv5k_2_3,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Function Names,0.98247814,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_2_3_3,4gv5k_2_3,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Function Names,0.96843576,jhq7p,python,A+B,Mathematics,Arithmetic
4gv5k_2_3_4,4gv5k_2_3,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Function Names,0.95602167,6y03w,python,Ackermann function,Mathematics,Algorithms
4gv5k_2_3_5,4gv5k_2_3,4gv5k,python,Add a variable to a class instance at runtime,T2,Different Function Names,0.95592517,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_3_1_1,4gv5k_3_1,4gv5k,python,Add a variable to a class instance at runtime,T3,Added Statements,0.9900606,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_3_1_2,4gv5k_3_1,4gv5k,python,Add a variable to a class instance at runtime,T3,Added Statements,0.98087776,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_3_1_3,4gv5k_3_1,4gv5k,python,Add a variable to a class instance at runtime,T3,Added Statements,0.97704184,jhq7p,python,A+B,Mathematics,Arithmetic
4gv5k_3_1_4,4gv5k_3_1,4gv5k,python,Add a variable to a class instance at runtime,T3,Added Statements,0.96712327,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_3_1_5,4gv5k_3_1,4gv5k,python,Add a variable to a class instance at runtime,T3,Added Statements,0.9640696,mclyh,python,Active Directory/Connect,Networking,Directory Services
4gv5k_3_2_1,4gv5k_3_2,4gv5k,python,Add a variable to a class instance at runtime,T3,Removed Statements,0.992159,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_3_2_2,4gv5k_3_2,4gv5k,python,Add a variable to a class instance at runtime,T3,Removed Statements,0.9789094,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_3_2_3,4gv5k_3_2,4gv5k,python,Add a variable to a class instance at runtime,T3,Removed Statements,0.96189636,jhq7p,python,A+B,Mathematics,Arithmetic
4gv5k_3_2_4,4gv5k_3_2,4gv5k,python,Add a variable to a class instance at runtime,T3,Removed Statements,0.95035017,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_3_2_5,4gv5k_3_2,4gv5k,python,Add a variable to a class instance at runtime,T3,Removed Statements,0.94135624,mclyh,python,Active Directory/Connect,Networking,Directory Services
4gv5k_3_3_1,4gv5k_3_3,4gv5k,python,Add a variable to a class instance at runtime,T3,Reordered Statements,1.0,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_3_3_2,4gv5k_3_3,4gv5k,python,Add a variable to a class instance at runtime,T3,Reordered Statements,0.9819962,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_3_3_3,4gv5k_3_3,4gv5k,python,Add a variable to a class instance at runtime,T3,Reordered Statements,0.9645763,jhq7p,python,A+B,Mathematics,Arithmetic
4gv5k_3_3_4,4gv5k_3_3,4gv5k,python,Add a variable to a class instance at runtime,T3,Reordered Statements,0.9552109,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_3_3_5,4gv5k_3_3,4gv5k,python,Add a variable to a class instance at runtime,T3,Reordered Statements,0.9543747,8i80o,python,AKS test for primes,Mathematics,Number Theory
4gv5k_3_4_1,4gv5k_3_4,4gv5k,python,Add a variable to a class instance at runtime,T3,Control Flow Modifications,0.9956372,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_3_4_2,4gv5k_3_4,4gv5k,python,Add a variable to a class instance at runtime,T3,Control Flow Modifications,0.9816835,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_3_4_3,4gv5k_3_4,4gv5k,python,Add a variable to a class instance at runtime,T3,Control Flow Modifications,0.9600367,jhq7p,python,A+B,Mathematics,Arithmetic
4gv5k_3_4_4,4gv5k_3_4,4gv5k,python,Add a variable to a class instance at runtime,T3,Control Flow Modifications,0.95282745,8i80o,python,AKS test for primes,Mathematics,Number Theory
4gv5k_3_4_5,4gv5k_3_4,4gv5k,python,Add a variable to a class instance at runtime,T3,Control Flow Modifications,0.95042944,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_4_1_1,4gv5k_4_1,4gv5k,python,Add a variable to a class instance at runtime,T4,Same Language,0.9943203,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_4_1_2,4gv5k_4_1,4gv5k,python,Add a variable to a class instance at runtime,T4,Same Language,0.9816294,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_4_1_3,4gv5k_4_1,4gv5k,python,Add a variable to a class instance at runtime,T4,Same Language,0.95780444,jhq7p,python,A+B,Mathematics,Arithmetic
4gv5k_4_1_4,4gv5k_4_1,4gv5k,python,Add a variable to a class instance at runtime,T4,Same Language,0.95300573,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_4_1_5,4gv5k_4_1,4gv5k,python,Add a variable to a class instance at runtime,T4,Same Language,0.95067614,8i80o,python,AKS test for primes,Mathematics,Number Theory
4gv5k_4_2_1,4gv5k_4_2,4gv5k,go,Add a variable to a class instance at runtime,T4,Different Language,0.98963445,grn4h,python,Abundant odd numbers,Mathematics,Number Theory
4gv5k_4_2_2,4gv5k_4_2,4gv5k,go,Add a variable to a class instance at runtime,T4,Different Language,0.9723766,1eypc,python,Anti-primes,Mathematics,Number Theory
4gv5k_4_2_3,4gv5k_4_2,4gv5k,go,Add a variable to a class instance at runtime,T4,Different Language,0.97223985,u5evd,python,24 game,Game Development,Puzzles
4gv5k_4_2_4,4gv5k_4_2,4gv5k,go,Add a variable to a class instance at runtime,T4,Different Language,0.96848214,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
4gv5k_4_2_5,4gv5k_4_2,4gv5k,go,Add a variable to a class instance at runtime,T4,Different Language,0.9667627,l26cv,python,Active object,Programming Concepts,Concurrency
4gv5k_4_2_1,4gv5k_4_2,4gv5k,javascript,Add a variable to a class instance at runtime,T4,Different Language,0.9465,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_4_2_2,4gv5k_4_2,4gv5k,javascript,Add a variable to a class instance at runtime,T4,Different Language,0.94407517,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_4_2_3,4gv5k_4_2,4gv5k,javascript,Add a variable to a class instance at runtime,T4,Different Language,0.9012211,jhq7p,python,A+B,Mathematics,Arithmetic
4gv5k_4_2_4,4gv5k_4_2,4gv5k,javascript,Add a variable to a class instance at runtime,T4,Different Language,0.8854295,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_4_2_5,4gv5k_4_2,4gv5k,javascript,Add a variable to a class instance at runtime,T4,Different Language,0.8826033,6y03w,python,Ackermann function,Mathematics,Algorithms
4gv5k_4_2_1,4gv5k_4_2,4gv5k,php,Add a variable to a class instance at runtime,T4,Different Language,0.9715548,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_4_2_2,4gv5k_4_2,4gv5k,php,Add a variable to a class instance at runtime,T4,Different Language,0.96909237,jhq7p,python,A+B,Mathematics,Arithmetic
4gv5k_4_2_3,4gv5k_4_2,4gv5k,php,Add a variable to a class instance at runtime,T4,Different Language,0.96866417,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_4_2_4,4gv5k_4_2,4gv5k,php,Add a variable to a class instance at runtime,T4,Different Language,0.9685326,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_4_2_5,4gv5k_4_2,4gv5k,php,Add a variable to a class instance at runtime,T4,Different Language,0.9661728,p1gbm,python,Accumulator factory,Programming Concepts,Functional Programming
4gv5k_4_2_1,4gv5k_4_2,4gv5k,ruby,Add a variable to a class instance at runtime,T4,Different Language,0.9724121,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
4gv5k_4_2_2,4gv5k_4_2,4gv5k,ruby,Add a variable to a class instance at runtime,T4,Different Language,0.9692693,p1gbm,python,Accumulator factory,Programming Concepts,Functional Programming
4gv5k_4_2_3,4gv5k_4_2,4gv5k,ruby,Add a variable to a class instance at runtime,T4,Different Language,0.96883154,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
4gv5k_4_2_4,4gv5k_4_2,4gv5k,ruby,Add a variable to a class instance at runtime,T4,Different Language,0.96707016,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
4gv5k_4_2_5,4gv5k_4_2,4gv5k,ruby,Add a variable to a class instance at runtime,T4,Different Language,0.9610337,ymi6q,python,Align columns,Programming Concepts,Text Processing
54vux_1_1_1,54vux_1_1,54vux,python,Additive primes,T1,Identical Clone,1.0,54vux,python,Additive primes,Mathematics,Number Theory
54vux_1_1_2,54vux_1_1,54vux,python,Additive primes,T1,Identical Clone,0.9889425,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
54vux_1_1_3,54vux_1_1,54vux,python,Additive primes,T1,Identical Clone,0.9881718,l26cv,python,Active object,Programming Concepts,Concurrency
54vux_1_1_4,54vux_1_1,54vux,python,Additive primes,T1,Identical Clone,0.98750234,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
54vux_1_1_5,54vux_1_1,54vux,python,Additive primes,T1,Identical Clone,0.98672485,1eypc,python,Anti-primes,Mathematics,Number Theory
54vux_1_2_1,54vux_1_2,54vux,python,Additive primes,T1,Different Whitespaces,0.9904269,nf6iz,python,Almost prime,Mathematics,Number Theory
54vux_1_2_2,54vux_1_2,54vux,python,Additive primes,T1,Different Whitespaces,0.9892391,36bzc,python,9 billion names of God the integer,Mathematics,Number Theory
54vux_1_2_3,54vux_1_2,54vux,python,Additive primes,T1,Different Whitespaces,0.98777825,c279q,python,Amicable pairs,Mathematics,Number Theory
54vux_1_2_4,54vux_1_2,54vux,python,Additive primes,T1,Different Whitespaces,0.9862381,ymi6q,python,Align columns,Programming Concepts,Text Processing
54vux_1_2_5,54vux_1_2,54vux,python,Additive primes,T1,Different Whitespaces,0.9856047,dfwn1,python,"Abundant, deficient and perfect number classifications",Mathematics,Number Theory
54vux_1_3_1,54vux_1_3,54vux,python,Additive primes,T1,Different Comments,0.9979523,54vux,python,Additive primes,Mathematics,Number Theory
54vux_1_3_2,54vux_1_3,54vux,python,Additive primes,T1,Different Comments,0.98930925,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
54vux_1_3_3,54vux_1_3,54vux,python,Additive primes,T1,Different Comments,0.9887771,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
54vux_1_3_4,54vux_1_3,54vux,python,Additive primes,T1,Different Comments,0.9871806,l26cv,python,Active object,Programming Concepts,Concurrency
54vux_1_3_5,54vux_1_3,54vux,python,Additive primes,T1,Different Comments,0.9852457,g774h,python,Aliquot sequence classifications,Mathematics,Number Theory
54vux_1_4_1,54vux_1_4,54vux,python,Additive primes,T1,Different Formatting,0.99977034,54vux,python,Additive primes,Mathematics,Number Theory
54vux_1_4_2,54vux_1_4,54vux,python,Additive primes,T1,Different Formatting,0.99006593,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
54vux_1_4_3,54vux_1_4,54vux,python,Additive primes,T1,Different Formatting,0.98922867,l26cv,python,Active object,Programming Concepts,Concurrency
54vux_1_4_4,54vux_1_4,54vux,python,Additive primes,T1,Different Formatting,0.98863626,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
54vux_1_4_5,54vux_1_4,54vux,python,Additive primes,T1,Different Formatting,0.98731446,1eypc,python,Anti-primes,Mathematics,Number Theory
54vux_2_1_1,54vux_2_1,54vux,python,Additive primes,T2,Different Variable Names,0.9990955,54vux,python,Additive primes,Mathematics,Number Theory
54vux_2_1_2,54vux_2_1,54vux,python,Additive primes,T2,Different Variable Names,0.9897326,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
54vux_2_1_3,54vux_2_1,54vux,python,Additive primes,T2,Different Variable Names,0.98924077,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
54vux_2_1_4,54vux_2_1,54vux,python,Additive primes,T2,Different Variable Names,0.9880873,l26cv,python,Active object,Programming Concepts,Concurrency
